"H_panicea_2018S_1_F"	"H_panicea_2018S_2_F"	"H_panicea_2018S_3_F"	"H_sitiens_2018S_1_F"	"H_sitiens_2018S_2_F"	"H_sitiens_2018S_3_F"	"I_palmata_2018S_1_F"	"I_palmata_2018S_2_F"	"MW_2018S_F"
"ASV_1566"	0	0	0	0	0	0	19	0	0
"ASV_1567"	0	0	0	0	0	0	19	0	0
"ASV_1568"	0	0	0	0	0	0	19	0	0
"ASV_1569"	0	0	0	0	0	0	19	0	0
"ASV_1570"	0	0	0	0	0	0	11	8	0
"ASV_1571"	0	0	0	0	0	0	0	19	0
"ASV_1572"	0	0	0	0	0	0	0	19	0
"ASV_1573"	0	0	0	0	0	0	0	19	0
"ASV_1574"	0	0	0	0	0	0	0	19	0
"ASV_1575"	0	0	0	0	0	0	0	0	19
"ASV_1576"	0	0	0	0	0	0	0	0	19
"ASV_1577"	0	0	0	0	0	0	0	0	19
"ASV_1578"	6	6	0	6	0	0	0	0	0
"ASV_1579"	2	0	0	5	3	0	3	2	3
"ASV_1580"	18	0	0	0	0	0	0	0	0
"ASV_1581"	18	0	0	0	0	0	0	0	0
"ASV_1582"	0	14	0	0	4	0	0	0	0
"ASV_1583"	0	4	0	0	0	0	14	0	0
"ASV_1584"	0	18	0	0	0	0	0	0	0
"ASV_1585"	0	18	0	0	0	0	0	0	0
"ASV_1586"	0	7	5	6	0	0	0	0	0
"ASV_1587"	0	0	8	2	0	4	0	0	4
"ASV_1588"	0	0	18	0	0	0	0	0	0
"ASV_1589"	0	0	0	6	0	0	0	12	0
"ASV_1590"	0	0	0	18	0	0	0	0	0
"ASV_1591"	0	0	0	7	0	0	11	0	0
"ASV_1592"	0	0	0	0	18	0	0	0	0
"ASV_1593"	0	0	0	0	18	0	0	0	0
"ASV_1594"	0	0	0	0	18	0	0	0	0
"ASV_1595"	0	0	0	0	0	18	0	0	0
"ASV_1596"	0	0	0	0	0	11	7	0	0
"ASV_1597"	0	0	0	0	0	18	0	0	0
"ASV_1598"	0	0	0	0	0	0	18	0	0
"ASV_1599"	0	0	0	0	0	0	13	5	0
"ASV_1600"	0	0	0	0	0	0	18	0	0
"ASV_1601"	0	0	0	0	0	0	18	0	0
"ASV_1602"	0	0	0	0	0	0	10	8	0
"ASV_1603"	0	0	0	0	0	0	18	0	0
"ASV_1604"	0	0	0	0	0	0	18	0	0
"ASV_1605"	0	0	0	0	0	0	18	0	0
"ASV_1606"	0	0	0	0	0	0	18	0	0
"ASV_1607"	0	0	0	0	0	0	18	0	0
"ASV_1608"	0	0	0	0	0	0	18	0	0
"ASV_1609"	0	0	0	0	0	0	18	0	0
"ASV_1610"	0	0	0	0	0	0	0	18	0
"ASV_1611"	0	0	0	0	0	0	0	18	0
"ASV_1612"	0	0	0	0	0	0	0	18	0
"ASV_1613"	0	0	0	0	0	0	0	18	0
"ASV_1614"	0	0	0	0	0	0	0	18	0
"ASV_1615"	0	0	0	0	0	0	0	0	18
"ASV_1616"	17	0	0	0	0	0	0	0	0
"ASV_1617"	17	0	0	0	0	0	0	0	0
"ASV_1618"	17	0	0	0	0	0	0	0	0
"ASV_1619"	17	0	0	0	0	0	0	0	0
"ASV_1620"	3	0	0	5	0	5	4	0	0
"ASV_1621"	17	0	0	0	0	0	0	0	0
"ASV_1622"	17	0	0	0	0	0	0	0	0
"ASV_1623"	17	0	0	0	0	0	0	0	0
"ASV_1624"	0	17	0	0	0	0	0	0	0
"ASV_1625"	0	0	9	0	0	0	0	0	8
"ASV_1626"	0	0	17	0	0	0	0	0	0
"ASV_1627"	0	0	17	0	0	0	0	0	0
"ASV_1628"	0	0	17	0	0	0	0	0	0
"ASV_1629"	0	0	17	0	0	0	0	0	0
"ASV_1630"	0	0	0	9	0	0	0	8	0
"ASV_1631"	0	0	0	8	0	9	0	0	0
"ASV_1632"	0	0	0	10	0	0	0	7	0
"ASV_1633"	0	0	0	17	0	0	0	0	0
"ASV_1634"	0	0	0	10	0	7	0	0	0
"ASV_1635"	0	0	0	17	0	0	0	0	0
"ASV_1636"	0	0	0	0	17	0	0	0	0
"ASV_1637"	0	0	0	0	0	0	12	5	0
"ASV_1638"	0	0	0	0	0	0	17	0	0
"ASV_1639"	0	0	0	0	0	0	17	0	0
"ASV_1640"	0	0	0	0	0	0	17	0	0
"ASV_1641"	0	0	0	0	0	0	17	0	0
"ASV_1642"	0	0	0	0	0	0	17	0	0
"ASV_1643"	0	0	0	0	0	0	17	0	0
"ASV_1644"	0	0	0	0	0	0	17	0	0
"ASV_1645"	0	0	0	0	0	0	17	0	0
"ASV_1646"	0	0	0	0	0	0	17	0	0
"ASV_1647"	0	0	0	0	0	0	17	0	0
"ASV_1648"	0	0	0	0	0	0	17	0	0
"ASV_1649"	0	0	0	0	0	0	17	0	0
"ASV_1650"	0	0	0	0	0	0	17	0	0
"ASV_1651"	0	0	0	0	0	0	17	0	0
"ASV_1652"	0	0	0	0	0	0	9	8	0
"ASV_1653"	0	0	0	0	0	0	10	7	0
"ASV_1654"	0	0	0	0	0	0	17	0	0
"ASV_1655"	0	0	0	0	0	0	17	0	0
"ASV_1656"	0	0	0	0	0	0	17	0	0
"ASV_1657"	0	0	0	0	0	0	17	0	0
"ASV_1658"	0	0	0	0	0	0	0	17	0
"ASV_1659"	0	0	0	0	0	0	0	17	0
"ASV_1660"	0	0	0	0	0	0	0	0	17
"ASV_1661"	0	0	0	0	0	0	0	0	17
"ASV_1662"	9	0	7	0	0	0	0	0	0
"ASV_1663"	12	0	0	0	0	0	4	0	0
"ASV_1664"	16	0	0	0	0	0	0	0	0
"ASV_1665"	6	5	0	0	0	5	0	0	0
"ASV_1666"	16	0	0	0	0	0	0	0	0
"ASV_1667"	7	0	0	0	0	9	0	0	0
"ASV_1668"	9	0	0	7	0	0	0	0	0
"ASV_1669"	5	0	0	11	0	0	0	0	0
"ASV_1670"	0	16	0	0	0	0	0	0	0
"ASV_1671"	0	8	0	0	0	8	0	0	0
"ASV_1672"	0	6	0	0	0	0	0	10	0
"ASV_1673"	0	16	0	0	0	0	0	0	0
"ASV_1674"	0	16	0	0	0	0	0	0	0
"ASV_1675"	0	16	0	0	0	0	0	0	0
"ASV_1676"	0	0	3	8	0	0	5	0	0
"ASV_1677"	0	0	16	0	0	0	0	0	0
"ASV_1678"	0	0	5	3	2	6	0	0	0
"ASV_1679"	0	0	0	16	0	0	0	0	0
"ASV_1680"	0	0	0	16	0	0	0	0	0
"ASV_1681"	0	0	0	16	0	0	0	0	0
"ASV_1682"	0	0	0	0	0	16	0	0	0
"ASV_1683"	0	0	0	0	0	16	0	0	0
"ASV_1684"	0	0	0	0	0	16	0	0	0
"ASV_1685"	0	0	0	0	0	16	0	0	0
"ASV_1686"	0	0	0	0	0	0	16	0	0
"ASV_1687"	0	0	0	0	0	0	10	6	0
"ASV_1688"	0	0	0	0	0	0	16	0	0
"ASV_1689"	0	0	0	0	0	0	16	0	0
"ASV_1690"	0	0	0	0	0	0	16	0	0
"ASV_1691"	0	0	0	0	0	0	10	6	0
"ASV_1692"	0	0	0	0	0	0	16	0	0
"ASV_1693"	0	0	0	0	0	0	16	0	0
"ASV_1694"	0	0	0	0	0	0	16	0	0
"ASV_1695"	0	0	0	0	0	0	16	0	0
"ASV_1696"	0	0	0	0	0	0	9	7	0
"ASV_1697"	0	0	0	0	0	0	8	8	0
"ASV_1698"	0	0	0	0	0	0	7	9	0
"ASV_1699"	0	0	0	0	0	0	16	0	0
"ASV_1700"	0	0	0	0	0	0	16	0	0
"ASV_1701"	0	0	0	0	0	0	16	0	0
"ASV_1702"	0	0	0	0	0	0	16	0	0
"ASV_1703"	0	0	0	0	0	0	16	0	0
"ASV_1704"	0	0	0	0	0	0	16	0	0
"ASV_1705"	0	0	0	0	0	0	16	0	0
"ASV_1706"	0	0	0	0	0	0	16	0	0
"ASV_1707"	0	0	0	0	0	0	16	0	0
"ASV_1708"	0	0	0	0	0	0	16	0	0
"ASV_1709"	0	0	0	0	0	0	16	0	0
"ASV_1710"	0	0	0	0	0	0	16	0	0
"ASV_1711"	0	0	0	0	0	0	0	16	0
"ASV_1712"	0	0	0	0	0	0	0	16	0
"ASV_1713"	0	0	0	0	0	0	0	16	0
"ASV_1714"	0	0	0	0	0	0	0	0	16
"ASV_1715"	0	0	0	0	0	0	0	0	16
"ASV_1716"	0	0	0	0	0	0	0	0	16
"ASV_1717"	15	0	0	0	0	0	0	0	0
"ASV_1718"	4	0	5	6	0	0	0	0	0
"ASV_1719"	11	0	0	0	0	4	0	0	0
"ASV_1720"	15	0	0	0	0	0	0	0	0
"ASV_1721"	11	0	0	0	0	0	4	0	0
"ASV_1722"	15	0	0	0	0	0	0	0	0
"ASV_1723"	8	0	0	7	0	0	0	0	0
"ASV_1724"	15	0	0	0	0	0	0	0	0
"ASV_1725"	15	0	0	0	0	0	0	0	0
"ASV_1726"	15	0	0	0	0	0	0	0	0
"ASV_1727"	15	0	0	0	0	0	0	0	0
"ASV_1728"	0	0	15	0	0	0	0	0	0
"ASV_1729"	0	0	0	15	0	0	0	0	0
"ASV_1730"	0	0	0	0	15	0	0	0	0
"ASV_1731"	0	0	0	0	15	0	0	0	0
"ASV_1732"	0	0	0	0	15	0	0	0	0
"ASV_1733"	0	0	0	0	15	0	0	0	0
"ASV_1734"	0	0	0	0	0	15	0	0	0
"ASV_1735"	0	0	0	0	0	15	0	0	0
"ASV_1736"	0	0	0	0	0	15	0	0	0
"ASV_1737"	0	0	0	0	0	15	0	0	0
"ASV_1738"	0	0	0	0	0	15	0	0	0
"ASV_1739"	0	0	0	0	0	0	15	0	0
"ASV_1740"	0	0	0	0	0	0	15	0	0
"ASV_1741"	0	0	0	0	0	0	15	0	0
"ASV_1742"	0	0	0	0	0	0	15	0	0
"ASV_1743"	0	0	0	0	0	0	9	6	0
"ASV_1744"	0	0	0	0	0	0	15	0	0
"ASV_1745"	0	0	0	0	0	0	15	0	0
"ASV_1746"	0	0	0	0	0	0	15	0	0
"ASV_1747"	0	0	0	0	0	0	5	10	0
"ASV_1748"	0	0	0	0	0	0	15	0	0
"ASV_1749"	0	0	0	0	0	0	15	0	0
"ASV_1750"	0	0	0	0	0	0	15	0	0
"ASV_1751"	0	0	0	0	0	0	15	0	0
"ASV_1752"	0	0	0	0	0	0	15	0	0
"ASV_1753"	0	0	0	0	0	0	15	0	0
"ASV_1754"	0	0	0	0	0	0	15	0	0
"ASV_1755"	0	0	0	0	0	0	15	0	0
"ASV_1756"	0	0	0	0	0	0	15	0	0
"ASV_1757"	0	0	0	0	0	0	9	6	0
"ASV_1758"	0	0	0	0	0	0	0	15	0
"ASV_1759"	0	0	0	0	0	0	0	15	0
"ASV_1760"	0	0	0	0	0	0	0	15	0
"ASV_1761"	0	0	0	0	0	0	0	15	0
"ASV_1762"	0	0	0	0	0	0	0	15	0
"ASV_1763"	0	0	0	0	0	0	0	0	15
"ASV_1764"	0	0	0	0	0	0	0	0	15
"ASV_1765"	0	0	0	0	0	0	0	0	15
"ASV_1766"	14	0	0	0	0	0	0	0	0
"ASV_1767"	5	0	0	0	0	0	9	0	0
"ASV_1768"	7	0	0	0	7	0	0	0	0
"ASV_1769"	14	0	0	0	0	0	0	0	0
"ASV_1770"	14	0	0	0	0	0	0	0	0
"ASV_1771"	8	0	0	6	0	0	0	0	0
"ASV_1772"	14	0	0	0	0	0	0	0	0
"ASV_1773"	14	0	0	0	0	0	0	0	0
"ASV_1774"	14	0	0	0	0	0	0	0	0
"ASV_1775"	14	0	0	0	0	0	0	0	0
"ASV_1776"	6	0	0	0	0	0	8	0	0
"ASV_1777"	0	14	0	0	0	0	0	0	0
"ASV_1778"	0	4	0	3	0	0	0	7	0
"ASV_1779"	0	14	0	0	0	0	0	0	0
"ASV_1780"	0	0	0	14	0	0	0	0	0
"ASV_1781"	0	0	0	4	0	0	0	10	0
"ASV_1782"	0	0	0	14	0	0	0	0	0
"ASV_1783"	0	0	0	14	0	0	0	0	0
"ASV_1784"	0	0	0	14	0	0	0	0	0
"ASV_1785"	0	0	0	0	14	0	0	0	0
"ASV_1786"	0	0	0	0	4	0	10	0	0
"ASV_1787"	0	0	0	0	14	0	0	0	0
"ASV_1788"	0	0	0	0	0	14	0	0	0
"ASV_1789"	0	0	0	0	0	14	0	0	0
"ASV_1790"	0	0	0	0	0	14	0	0	0
"ASV_1791"	0	0	0	0	0	14	0	0	0
"ASV_1792"	0	0	0	0	0	0	14	0	0
"ASV_1793"	0	0	0	0	0	0	14	0	0
"ASV_1794"	0	0	0	0	0	0	14	0	0
"ASV_1795"	0	0	0	0	0	0	14	0	0
"ASV_1796"	0	0	0	0	0	0	14	0	0
"ASV_1797"	0	0	0	0	0	0	14	0	0
"ASV_1798"	0	0	0	0	0	0	14	0	0
"ASV_1799"	0	0	0	0	0	0	14	0	0
"ASV_1800"	0	0	0	0	0	0	14	0	0
"ASV_1801"	0	0	0	0	0	0	14	0	0
"ASV_1802"	0	0	0	0	0	0	10	4	0
"ASV_1803"	0	0	0	0	0	0	14	0	0
"ASV_1804"	0	0	0	0	0	0	5	9	0
"ASV_1805"	0	0	0	0	0	0	14	0	0
"ASV_1806"	0	0	0	0	0	0	14	0	0
"ASV_1807"	0	0	0	0	0	0	14	0	0
"ASV_1808"	0	0	0	0	0	0	14	0	0
"ASV_1809"	0	0	0	0	0	0	14	0	0
"ASV_1810"	0	0	0	0	0	0	14	0	0
"ASV_1811"	0	0	0	0	0	0	14	0	0
"ASV_1812"	0	0	0	0	0	0	0	14	0
"ASV_1813"	0	0	0	0	0	0	0	14	0
"ASV_1814"	0	0	0	0	0	0	0	14	0
"ASV_1815"	0	0	0	0	0	0	0	0	14
"ASV_1816"	13	0	0	0	0	0	0	0	0
"ASV_1817"	4	0	0	0	0	0	9	0	0
"ASV_1818"	5	0	0	0	0	0	8	0	0
"ASV_1819"	13	0	0	0	0	0	0	0	0
"ASV_1820"	3	0	0	0	0	0	10	0	0
"ASV_1821"	13	0	0	0	0	0	0	0	0
"ASV_1822"	13	0	0	0	0	0	0	0	0
"ASV_1823"	13	0	0	0	0	0	0	0	0
"ASV_1824"	13	0	0	0	0	0	0	0	0
"ASV_1825"	0	8	0	0	0	5	0	0	0
"ASV_1826"	0	4	0	0	0	9	0	0	0
"ASV_1827"	0	9	0	0	0	0	0	4	0
"ASV_1828"	0	13	0	0	0	0	0	0	0
"ASV_1829"	0	0	6	7	0	0	0	0	0
"ASV_1830"	0	0	0	3	0	0	10	0	0
"ASV_1831"	0	0	0	8	0	0	5	0	0
"ASV_1832"	0	0	0	0	13	0	0	0	0
"ASV_1833"	0	0	0	0	5	0	0	8	0
"ASV_1834"	0	0	0	0	0	13	0	0	0
"ASV_1835"	0	0	0	0	0	13	0	0	0
"ASV_1836"	0	0	0	0	0	13	0	0	0
"ASV_1837"	0	0	0	0	0	13	0	0	0
"ASV_1838"	0	0	0	0	0	6	0	7	0
"ASV_1839"	0	0	0	0	0	0	13	0	0
"ASV_1840"	0	0	0	0	0	0	13	0	0
"ASV_1841"	0	0	0	0	0	0	13	0	0
"ASV_1842"	0	0	0	0	0	0	13	0	0
"ASV_1843"	0	0	0	0	0	0	13	0	0
"ASV_1844"	0	0	0	0	0	0	13	0	0
"ASV_1845"	0	0	0	0	0	0	13	0	0
"ASV_1846"	0	0	0	0	0	0	6	7	0
"ASV_1847"	0	0	0	0	0	0	13	0	0
"ASV_1848"	0	0	0	0	0	0	13	0	0
"ASV_1849"	0	0	0	0	0	0	13	0	0
"ASV_1850"	0	0	0	0	0	0	13	0	0
"ASV_1851"	0	0	0	0	0	0	13	0	0
"ASV_1852"	0	0	0	0	0	0	13	0	0
"ASV_1853"	0	0	0	0	0	0	13	0	0
"ASV_1854"	0	0	0	0	0	0	13	0	0
"ASV_1855"	0	0	0	0	0	0	13	0	0
"ASV_1856"	0	0	0	0	0	0	13	0	0
"ASV_1857"	0	0	0	0	0	0	13	0	0
"ASV_1858"	0	0	0	0	0	0	13	0	0
"ASV_1859"	0	0	0	0	0	0	6	7	0
"ASV_1860"	0	0	0	0	0	0	13	0	0
"ASV_1861"	0	0	0	0	0	0	13	0	0
"ASV_1862"	0	0	0	0	0	0	13	0	0
"ASV_1863"	0	0	0	0	0	0	13	0	0
"ASV_1864"	0	0	0	0	0	0	0	13	0
"ASV_1865"	0	0	0	0	0	0	0	13	0
"ASV_1866"	0	0	0	0	0	0	0	13	0
"ASV_1867"	0	0	0	0	0	0	0	13	0
"ASV_1868"	0	0	0	0	0	0	0	13	0
"ASV_1869"	0	0	0	0	0	0	0	13	0
"ASV_1870"	0	0	0	0	0	0	0	13	0
"ASV_1871"	0	0	0	0	0	0	0	0	13
"ASV_1872"	0	0	0	0	0	0	0	0	13
"ASV_1873"	0	0	0	0	0	0	0	0	13
"ASV_1874"	12	0	0	0	0	0	0	0	0
"ASV_1875"	5	0	0	4	0	0	3	0	0
"ASV_1876"	12	0	0	0	0	0	0	0	0
"ASV_1877"	12	0	0	0	0	0	0	0	0
"ASV_1878"	12	0	0	0	0	0	0	0	0
"ASV_1879"	12	0	0	0	0	0	0	0	0
"ASV_1880"	5	0	0	0	0	0	7	0	0
"ASV_1881"	4	0	0	0	8	0	0	0	0
"ASV_1882"	3	4	0	0	0	5	0	0	0
"ASV_1883"	12	0	0	0	0	0	0	0	0
"ASV_1884"	0	8	0	0	0	0	0	4	0
"ASV_1885"	0	0	12	0	0	0	0	0	0
"ASV_1886"	0	0	12	0	0	0	0	0	0
"ASV_1887"	0	0	5	5	0	0	0	2	0
"ASV_1888"	0	0	12	0	0	0	0	0	0
"ASV_1889"	0	0	0	12	0	0	0	0	0
"ASV_1890"	0	0	0	12	0	0	0	0	0
"ASV_1891"	0	0	0	12	0	0	0	0	0
"ASV_1892"	0	0	0	0	12	0	0	0	0
"ASV_1893"	0	0	0	0	12	0	0	0	0
"ASV_1894"	0	0	0	0	0	3	9	0	0
"ASV_1895"	0	0	0	0	0	12	0	0	0
"ASV_1896"	0	0	0	0	0	12	0	0	0
"ASV_1897"	0	0	0	0	0	0	12	0	0
"ASV_1898"	0	0	0	0	0	0	12	0	0
"ASV_1899"	0	0	0	0	0	0	12	0	0
"ASV_1900"	0	0	0	0	0	0	12	0	0
"ASV_1901"	0	0	0	0	0	0	9	3	0
"ASV_1902"	0	0	0	0	0	0	12	0	0
"ASV_1903"	0	0	0	0	0	0	12	0	0
"ASV_1904"	0	0	0	0	0	0	12	0	0
"ASV_1905"	0	0	0	0	0	0	12	0	0
"ASV_1906"	0	0	0	0	0	0	12	0	0
"ASV_1907"	0	0	0	0	0	0	12	0	0
"ASV_1908"	0	0	0	0	0	0	12	0	0
"ASV_1909"	0	0	0	0	0	0	12	0	0
"ASV_1910"	0	0	0	0	0	0	12	0	0
"ASV_1911"	0	0	0	0	0	0	12	0	0
"ASV_1912"	0	0	0	0	0	0	12	0	0
"ASV_1913"	0	0	0	0	0	0	12	0	0
"ASV_1914"	0	0	0	0	0	0	12	0	0
"ASV_1915"	0	0	0	0	0	0	12	0	0
"ASV_1916"	0	0	0	0	0	0	0	12	0
"ASV_1917"	0	0	0	0	0	0	0	12	0
"ASV_1918"	0	0	0	0	0	0	0	12	0
"ASV_1919"	0	0	0	0	0	0	0	12	0
"ASV_1920"	0	0	0	0	0	0	0	12	0
"ASV_1921"	0	0	0	0	0	0	0	12	0
"ASV_1922"	0	0	0	0	0	0	0	12	0
"ASV_1923"	0	0	0	0	0	0	0	12	0
"ASV_1924"	0	0	0	0	0	0	0	12	0
"ASV_1925"	0	0	0	0	0	0	0	12	0
"ASV_1926"	0	0	0	0	0	0	0	12	0
"ASV_1927"	0	0	0	0	0	0	0	12	0
"ASV_1928"	0	0	0	0	0	0	0	12	0
"ASV_1929"	0	0	0	0	0	0	0	0	12
"ASV_1930"	0	0	0	0	0	0	0	0	12
"ASV_1931"	0	0	0	0	0	0	0	0	12
"ASV_1932"	0	0	0	0	0	0	0	0	12
"ASV_1933"	0	0	0	0	0	0	0	0	12
"ASV_1934"	0	0	0	0	0	0	0	0	12
"ASV_1935"	11	0	0	0	0	0	0	0	0
"ASV_1936"	11	0	0	0	0	0	0	0	0
"ASV_1937"	5	0	0	6	0	0	0	0	0
"ASV_1938"	11	0	0	0	0	0	0	0	0
"ASV_1939"	11	0	0	0	0	0	0	0	0
"ASV_1940"	11	0	0	0	0	0	0	0	0
"ASV_1941"	11	0	0	0	0	0	0	0	0
"ASV_1942"	11	0	0	0	0	0	0	0	0
"ASV_1943"	11	0	0	0	0	0	0	0	0
"ASV_1944"	11	0	0	0	0	0	0	0	0
"ASV_1945"	6	5	0	0	0	0	0	0	0
"ASV_1946"	0	5	4	0	0	2	0	0	0
"ASV_1947"	0	11	0	0	0	0	0	0	0
"ASV_1948"	0	6	0	5	0	0	0	0	0
"ASV_1949"	0	11	0	0	0	0	0	0	0
"ASV_1950"	0	0	11	0	0	0	0	0	0
"ASV_1951"	0	0	0	11	0	0	0	0	0
"ASV_1952"	0	0	0	11	0	0	0	0	0
"ASV_1953"	0	0	0	6	0	5	0	0	0
"ASV_1954"	0	0	0	11	0	0	0	0	0
"ASV_1955"	0	0	0	0	11	0	0	0	0
"ASV_1956"	0	0	0	0	11	0	0	0	0
"ASV_1957"	0	0	0	0	11	0	0	0	0
"ASV_1958"	0	0	0	0	0	11	0	0	0
"ASV_1959"	0	0	0	0	0	11	0	0	0
"ASV_1960"	0	0	0	0	0	0	11	0	0
"ASV_1961"	0	0	0	0	0	0	11	0	0
"ASV_1962"	0	0	0	0	0	0	11	0	0
"ASV_1963"	0	0	0	0	0	0	11	0	0
"ASV_1964"	0	0	0	0	0	0	11	0	0
"ASV_1965"	0	0	0	0	0	0	11	0	0
"ASV_1966"	0	0	0	0	0	0	11	0	0
"ASV_1967"	0	0	0	0	0	0	11	0	0
"ASV_1968"	0	0	0	0	0	0	11	0	0
"ASV_1969"	0	0	0	0	0	0	11	0	0
"ASV_1970"	0	0	0	0	0	0	11	0	0
"ASV_1971"	0	0	0	0	0	0	11	0	0
"ASV_1972"	0	0	0	0	0	0	11	0	0
"ASV_1973"	0	0	0	0	0	0	11	0	0
"ASV_1974"	0	0	0	0	0	0	6	5	0
"ASV_1975"	0	0	0	0	0	0	11	0	0
"ASV_1976"	0	0	0	0	0	0	11	0	0
"ASV_1977"	0	0	0	0	0	0	11	0	0
"ASV_1978"	0	0	0	0	0	0	11	0	0
"ASV_1979"	0	0	0	0	0	0	11	0	0
"ASV_1980"	0	0	0	0	0	0	11	0	0
"ASV_1981"	0	0	0	0	0	0	11	0	0
"ASV_1982"	0	0	0	0	0	0	11	0	0
"ASV_1983"	0	0	0	0	0	0	11	0	0
"ASV_1984"	0	0	0	0	0	0	11	0	0
"ASV_1985"	0	0	0	0	0	0	11	0	0
"ASV_1986"	0	0	0	0	0	0	11	0	0
"ASV_1987"	0	0	0	0	0	0	11	0	0
"ASV_1988"	0	0	0	0	0	0	6	5	0
"ASV_1989"	0	0	0	0	0	0	11	0	0
"ASV_1990"	0	0	0	0	0	0	11	0	0
"ASV_1991"	0	0	0	0	0	0	11	0	0
"ASV_1992"	0	0	0	0	0	0	11	0	0
"ASV_1993"	0	0	0	0	0	0	11	0	0
"ASV_1994"	0	0	0	0	0	0	11	0	0
"ASV_1995"	0	0	0	0	0	0	11	0	0
"ASV_1996"	0	0	0	0	0	0	0	11	0
"ASV_1997"	0	0	0	0	0	0	0	11	0
"ASV_1998"	0	0	0	0	0	0	0	11	0
"ASV_1999"	0	0	0	0	0	0	0	11	0
"ASV_2000"	0	0	0	0	0	0	0	11	0
"ASV_2001"	0	0	0	0	0	0	0	11	0
"ASV_2002"	0	0	0	0	0	0	0	11	0
"ASV_2003"	0	0	0	0	0	0	0	11	0
"ASV_2004"	0	0	0	0	0	0	0	11	0
"ASV_2005"	0	0	0	0	0	0	0	11	0
"ASV_2006"	0	0	0	0	0	0	0	0	11
"ASV_2007"	10	0	0	0	0	0	0	0	0
"ASV_2008"	10	0	0	0	0	0	0	0	0
"ASV_2009"	10	0	0	0	0	0	0	0	0
"ASV_2010"	10	0	0	0	0	0	0	0	0
"ASV_2011"	10	0	0	0	0	0	0	0	0
"ASV_2012"	10	0	0	0	0	0	0	0	0
"ASV_2013"	4	0	0	0	0	0	6	0	0
"ASV_2014"	10	0	0	0	0	0	0	0	0
"ASV_2015"	6	0	0	0	0	4	0	0	0
"ASV_2016"	0	10	0	0	0	0	0	0	0
"ASV_2017"	0	10	0	0	0	0	0	0	0
"ASV_2018"	0	3	2	0	0	0	0	5	0
"ASV_2019"	0	10	0	0	0	0	0	0	0
"ASV_2020"	0	10	0	0	0	0	0	0	0
"ASV_2021"	0	10	0	0	0	0	0	0	0
"ASV_2022"	0	10	0	0	0	0	0	0	0
"ASV_2023"	0	10	0	0	0	0	0	0	0
"ASV_2024"	0	0	5	0	0	0	5	0	0
"ASV_2025"	0	0	10	0	0	0	0	0	0
"ASV_2026"	0	0	0	3	0	7	0	0	0
"ASV_2027"	0	0	0	10	0	0	0	0	0
"ASV_2028"	0	0	0	10	0	0	0	0	0
"ASV_2029"	0	0	0	8	0	0	2	0	0
"ASV_2030"	0	0	0	4	0	6	0	0	0
"ASV_2031"	0	0	0	0	10	0	0	0	0
"ASV_2032"	0	0	0	0	10	0	0	0	0
"ASV_2033"	0	0	0	0	10	0	0	0	0
"ASV_2034"	0	0	0	0	10	0	0	0	0
"ASV_2035"	0	0	0	0	10	0	0	0	0
"ASV_2036"	0	0	0	0	10	0	0	0	0
"ASV_2037"	0	0	0	0	0	10	0	0	0
"ASV_2038"	0	0	0	0	0	10	0	0	0
"ASV_2039"	0	0	0	0	0	0	10	0	0
"ASV_2040"	0	0	0	0	0	0	10	0	0
"ASV_2041"	0	0	0	0	0	0	10	0	0
"ASV_2042"	0	0	0	0	0	0	10	0	0
"ASV_2043"	0	0	0	0	0	0	10	0	0
"ASV_2044"	0	0	0	0	0	0	10	0	0
"ASV_2045"	0	0	0	0	0	0	5	5	0
"ASV_2046"	0	0	0	0	0	0	10	0	0
"ASV_2047"	0	0	0	0	0	0	10	0	0
"ASV_2048"	0	0	0	0	0	0	10	0	0
"ASV_2049"	0	0	0	0	0	0	10	0	0
"ASV_2050"	0	0	0	0	0	0	7	3	0
"ASV_2051"	0	0	0	0	0	0	10	0	0
"ASV_2052"	0	0	0	0	0	0	10	0	0
"ASV_2053"	0	0	0	0	0	0	10	0	0
"ASV_2054"	0	0	0	0	0	0	10	0	0
"ASV_2055"	0	0	0	0	0	0	10	0	0
"ASV_2056"	0	0	0	0	0	0	10	0	0
"ASV_2057"	0	0	0	0	0	0	10	0	0
"ASV_2058"	0	0	0	0	0	0	10	0	0
"ASV_2059"	0	0	0	0	0	0	10	0	0
"ASV_2060"	0	0	0	0	0	0	8	2	0
"ASV_2061"	0	0	0	0	0	0	10	0	0
"ASV_2062"	0	0	0	0	0	0	10	0	0
"ASV_2063"	0	0	0	0	0	0	10	0	0
"ASV_2064"	0	0	0	0	0	0	10	0	0
"ASV_2065"	0	0	0	0	0	0	10	0	0
"ASV_2066"	0	0	0	0	0	0	5	5	0
"ASV_2067"	0	0	0	0	0	0	10	0	0
"ASV_2068"	0	0	0	0	0	0	10	0	0
"ASV_2069"	0	0	0	0	0	0	10	0	0
"ASV_2070"	0	0	0	0	0	0	10	0	0
"ASV_2071"	0	0	0	0	0	0	10	0	0
"ASV_2072"	0	0	0	0	0	0	10	0	0
"ASV_2073"	0	0	0	0	0	0	10	0	0
"ASV_2074"	0	0	0	0	0	0	10	0	0
"ASV_2075"	0	0	0	0	0	0	0	10	0
"ASV_2076"	0	0	0	0	0	0	0	10	0
"ASV_2077"	0	0	0	0	0	0	0	10	0
"ASV_2078"	0	0	0	0	0	0	0	10	0
